cohort,agent,t_offset_s
active,1,188821.064
active,1,188880.695
active,1,188941.017
active,0,189000.771
active,1,189004.164
active,0,189480.613
active,2,189490.98
active,5,189491.32
active,1,189540.808
active,1,189600.662
active,3,189604.7
active,1,189780.983
active,3,189781.013
active,5,189790.769
active,4,189790.775
active,5,190031.32
active,1,190320.848
active,4,190330.893
active,5,190331.267
active,2,190451.265
active,8,190507.001
active,2,190514.312
active,4,190630.903
active,5,190631.267
active,0,190680.928
active,4,190691.113
active,2,190691.5
active,0,190800.81
active,0,190980.59
active,0,191101.079
active,9,191109.278
active,0,191160.579
active,3,191160.653
active,3,191403.506
active,3,191520.757
active,0,191580.77
active,4,191650.694
active,5,191650.988
active,9,191711.942
active,2,191716.08
active,1,191760.674
active,0,191760.957
active,5,191770.653
active,4,191770.993
active,5,191831.312
active,0,191940.686
active,0,192000.824
active,5,192011.025
active,2,192014.76
active,4,192070.917
active,1,192120.663
active,0,192120.961
active,5,192251.252
active,8,192306.59
active,0,192360.577
active,1,192420.705
active,5,192430.998
active,2,192431.203
active,4,192551.264
active,5,192611.851
active,7,192617.071
active,0,192660.675
active,1,192661.145
active,2,192671.33
active,5,192731.217
active,1,192780.509
active,5,192851.345
active,2,192913.851
active,4,192919.359
active,3,192960.539
active,4,193031.165
active,2,193150.828
active,1,193200.923
active,6,193205.081
active,3,193260.946
active,4,193271.645
active,4,193391.087
active,9,193512.195
active,0,193560.861
active,1,193620.775
active,2,193631.123
active,3,193681.131
active,0,193741.001
active,9,193810.141
active,2,193814.752
active,4,193818.878
active,3,193921.106
active,4,194051.12
active,7,194114.99
active,5,194171.231
active,0,194281.023
active,0,194400.598
active,7,194421.99
active,3,194460.751
active,4,194530.979
active,1,194640.542
active,3,194640.893
active,5,194650.872
active,0,194761.108
active,2,194771.212
active,1,194820.956
active,0,194821.033
active,5,194891.121
active,0,194940.878
active,5,194950.981
active,8,195007.862
active,2,195014.171
active,4,195018.213
active,3,195061.029
active,3,195120.802
active,0,195180.788
active,3,195241.084
active,1,195304.409
active,3,195305.157
active,6,195308.473
active,7,195317.27
active,1,195361.113
active,3,195420.489
active,0,195421.018
active,0,195480.74
active,5,195490.902
active,0,195661.104
active,3,195720.873
active,1,195720.88
active,5,195730.851
active,2,195790.732
active,4,195791.123
active,0,195840.48
active,5,195850.607
active,2,195851.072
active,5,195911.147
active,7,195915.12
active,4,195916.553
active,0,195960.979
active,3,195961.005
active,1,196020.883
active,2,196031.158
active,5,196090.962
active,0,196140.559
active,9,196211.299
active,0,196260.591
active,4,196390.79
active,0,196441.046
active,3,196505.028
active,8,196506.361
active,3,196560.788
active,2,196691.176
active,3,196740.697
active,5,196750.611
active,0,196801.383
active,4,196870.698
active,1,196920.518
active,2,197050.974
active,5,197111.746
active,2,197170.85
active,4,197230.836
active,5,197230.839
active,3,197281.06
active,4,197350.993
active,5,197351.381
active,0,197400.851
active,8,197406.39
active,7,197414.899
active,4,197418.512
active,1,197520.89
active,3,197580.777
active,4,197591.093
active,0,197641.184
active,1,197700.892
active,0,197701.347
active,6,197707.503
active,1,197761.119
active,2,197771.021
active,2,197830.626
active,0,197881.142
active,8,198020.321
active,9,198023.412
active,2,198023.688
active,7,198024.193
active,2,198070.792
active,4,198071.246
active,3,198180.777
active,0,198300.818
active,8,198306.95
active,5,198490.786
active,3,198541.19
active,5,198551.213
active,0,198600.791
active,1,198600.793
active,4,198618.578
active,5,198670.708
active,2,198671.284
active,0,198720.757
active,1,198721.039
active,2,198730.86
active,4,198731.391
active,1,198780.847
active,2,198790.535
active,1,198840.499
active,3,198840.851
active,5,198911.706
active,1,198960.727
active,3,198960.795
active,0,198960.796
active,4,198971.321
active,4,199031.103
active,2,199031.106
active,1,199081.12
active,3,199140.53
active,0,199140.901
active,1,199140.904
active,4,199150.593
active,1,199201.28
active,3,199204.973
active,8,199208.139
active,9,199210.15
active,1,199261.099
active,2,199330.658
active,5,199331.069
active,3,199441.002
active,4,199450.887
active,3,199504.32
active,0,199620.984
active,5,199631.233
active,3,199680.91
active,0,199800.834
active,6,199808.169
active,2,199816.951
active,7,199817.254
active,1,199861.017
active,3,199921.169
active,0,199921.172
active,1,200040.534
active,4,200050.6
active,1,200100.743
active,0,200101.263
active,9,200107.977
active,1,200160.926
active,5,200170.864
active,5,200231.312
active,2,200290.66
active,5,200290.992
active,1,200340.552
active,1,200400.876
active,6,200405.11
active,5,200531.246
active,3,200580.492
active,3,200707.261
active,2,200717.031
active,7,200717.36
active,2,200771.31
active,0,200820.869
active,2,200890.809
active,5,200890.877
active,4,200891.024
active,5,200950.868
active,9,201008.714
active,4,201018.69
active,1,201060.614
active,4,201130.945
active,4,201251.119
active,1,201300.494
active,3,201303.72
active,3,201360.773
active,2,201371.166
active,1,201420.854
active,3,201480.808
active,0,201540.844
active,2,201550.684
active,1,201607.699
active,4,201629.719
active,0,201721.137
active,1,201721.14
active,0,201780.652
active,4,201790.95
active,3,201904.649
active,4,201919.596
active,1,201960.729
active,1,202080.504
active,0,202201.081
active,5,202211.346
active,7,202215.129
active,1,202320.98
active,5,202331.301
active,3,202380.775
active,6,202507.69
active,5,202511.322
active,7,202517.359
active,1,202680.689
active,0,202920.666
active,2,202930.824
active,0,203040.96
active,2,203050.752
active,4,203051.086
active,6,203105.189
active,4,203118.117
active,2,203170.932
active,3,203220.85
active,0,203221.027
active,4,203231.383
active,1,203280.729
active,0,203280.996
active,5,203291.222
active,5,203350.476
active,3,203405.955
active,9,203410.586
active,4,203471.174
active,3,203520.553
active,2,203530.492
active,5,203531.039
active,3,203580.609
active,4,203591.04
active,3,203640.561
active,9,203708.576
active,7,203715.12
active,4,203718.49
active,1,203760.847
active,5,203830.973
active,2,203831.276
active,3,203940.908
active,1,204001.402
active,8,204008.025
active,9,204008.937
active,0,204120.665
active,2,204131.199
active,5,204191.02
active,2,204191.065
active,0,204240.639
active,3,204240.937
active,3,204305.451
active,8,204308.976
active,2,204316.392
active,4,204430.971
active,2,204431.398
active,4,204491.018
active,0,204540.812
active,8,204608.15
active,9,204610.142
active,7,204615.03
active,4,204619.88
active,2,204671.201
active,0,204721.226
active,5,204731.203
active,0,204780.565
active,0,204901.1
active,5,204911.025
active,4,204917.94
active,1,204960.973
active,0,205020.696
active,3,205020.923
active,1,205080.954
active,5,205091.128
active,3,205140.636
active,0,205200.951
active,8,205219.39
active,9,205222.716
active,2,205222.837
active,1,205260.904
active,4,205390.568
active,8,205507.289
active,1,205560.574
active,1,205621.184
active,0,205740.818
active,0,205801.241
active,9,205808.25
active,2,205814.571
active,2,205871.186
active,1,205980.674
active,6,206108.306
active,8,206108.543
active,0,206340.844
active,2,206351.402
active,6,206405.317
active,9,206411.126
active,1,206461.148
active,4,206530.54
active,0,206640.551
active,5,206711.109
active,2,206830.748
active,4,206831.316
active,1,206940.967
active,3,207060.784
active,2,207070.716
active,0,207120.897
active,5,207130.975
active,9,207309.55
active,4,207370.835
active,0,207420.912
active,3,207480.494
active,4,207490.774
active,5,207490.845
active,8,207607.562
active,7,207614.975
active,2,207615.385
active,3,207720.885
active,2,207851.057
active,8,207908.58
active,7,207917.169
active,0,207961.051
active,5,207970.779
active,0,208141.02
active,1,208201.157
active,0,208201.288
active,3,208204.14
active,8,208207.069
active,5,208210.661
active,2,208270.989
active,5,208271.064
active,4,208271.069
active,3,208320.769
active,1,208321.164
active,5,208331.03
active,2,208391.289
active,2,208571.264
active,1,208620.818
active,0,208621.067
active,5,208630.84
active,4,208631.074
active,3,208680.969
active,2,208690.813
active,5,208750.984
active,2,208821.379
active,3,208860.535
active,3,208980.971
active,4,208991.237
active,3,209040.865
active,5,209051.187
active,6,209105.16
active,9,209109.998
active,5,209230.635
active,4,209230.966
active,3,209404.424
active,8,209407.237
active,5,209411.131
active,2,209414.655
active,4,209470.989
active,3,209521.114
active,5,209530.513
active,2,209531.153
active,3,209580.918
active,1,209704.006
active,7,209716.89
active,2,209951.296
active,3,210004.614
active,0,210061.146
active,4,210130.657
active,1,210180.851
active,0,210241.226
active,5,210310.801
active,2,210314.761
active,0,210360.66
active,1,210360.719
active,5,210370.963
active,0,210420.862
active,5,210491.158
active,2,210551.129
active,5,210611.559
active,7,210617.417
active,1,210661.221
active,0,210721.115
active,4,210790.59
active,0,210840.593
active,3,210840.839
active,4,210850.975
active,3,210904.384
active,1,210961.086
active,5,210970.74
active,5,211031.163
active,0,211080.879
active,1,211081.106
active,0,211200.669
active,8,211208.169
active,5,211210.971
active,9,211211.614
active,3,211260.836
active,1,211260.887
active,4,211270.696
active,1,211380.718
active,0,211380.974
active,5,211390.95
active,2,211391.196
active,1,211440.954
active,1,211504.35
active,3,211505.92
active,7,211517.068
active,1,211560.984
active,5,211570.869
active,2,211631.092
active,2,211691.23
active,0,211741.004
active,2,211751.121
active,1,211801.08
active,3,211804.201
active,6,211805.409
active,5,211811.03
active,3,211860.85
active,1,211980.981
active,0,211980.988
active,8,212108.21
active,7,212115.222
active,4,212171.068
active,1,212220.924
active,5,212230.863
active,0,212280.578
active,5,212290.524
active,4,212290.924
active,2,212351.163
active,1,212408.576
active,6,212417.629
active,8,212420.572
active,9,212422.241
active,7,212426.324
active,4,212431.09
active,0,212520.779
active,1,212520.888
active,2,212530.982
active,1,212581.015
active,3,212581.146
active,7,212715.317
active,1,212760.975
active,3,212821.145
active,3,212941.027
active,4,212951.197
active,5,212951.2
active,8,213007.036
active,9,213010.13
active,3,213060.946
active,4,213071.329
active,3,213120.674
active,2,213190.921
active,3,213240.806
active,0,213240.982
active,7,213317.126
active,0,213480.492
active,3,213480.828
active,2,213550.616
active,4,213551.276
active,9,213610.202
active,1,213720.969
active,1,213780.682
active,3,213780.95
active,5,213850.563
active,6,213905.399
active,5,213911.325
active,9,213911.633
active,3,214020.938
active,2,214030.882
active,5,214090.69
active,6,214208.119
active,1,214320.604
active,4,214517.13
active,1,214560.523
active,3,214561.189
active,5,214571.046
active,1,214620.959
active,4,214631.212
active,1,214681.144
active,2,214691.295
active,5,214691.297
active,4,214751.354
active,6,214805.488
active,4,214817.898
active,3,214860.599
active,4,214870.887
active,0,214921.063
active,1,214981.012
active,3,214981.027
active,2,215116.904
active,5,215231.317
active,1,215280.742
active,2,215291.272
active,5,215351.032
active,4,215420.279
active,3,215520.52
active,5,215530.878
active,3,215580.836
active,0,215641.132
active,9,215709.367
active,4,215771.138
active,0,215821.057
active,0,215880.589
active,3,215880.791
active,5,215951.188
active,3,216015.109
active,5,216017.675
active,9,216030.727
active,4,216039.777
active,0,216120.711
active,1,216300.743
active,5,216370.78
active,3,216603.989
active,4,216617.3
active,3,216660.535
active,0,216660.9
active,2,216670.934
active,3,216840.613
active,0,216841.014
active,5,216851.169
active,7,216917.4
active,1,216960.949
active,3,216961.008
active,4,216970.92
active,1,217020.99
